time,ghi_actual_wh_m2,ghi_forecast_wh_m2,temp_c,load_kw
2025-03-27 03:00:00,0.0,45.25592340743714,24.41,20.735003221548492
2025-03-27 04:00:00,0.0,84.68520201706183,23.77,22.796677512271156
2025-03-27 05:00:00,0.0,127.9370331411339,23.13,28.21477227456882
2025-03-27 06:00:00,42.67,181.77833519662647,24.15,37.70875062497676
2025-03-27 07:00:00,238.88,323.9077901815798,27.2,45.37224960388497
2025-03-27 08:00:00,512.67,648.3572622362758,31.89,48.14282131440911
2025-03-27 09:00:00,731.0,886.348706080763,37.27,43.20197983045686
2025-03-27 10:00:00,917.35,920.0821313581234,39.68,37.84739039533956
2025-03-27 11:00:00,1014.35,950.9421796693952,41.04,34.846309977071336
2025-03-27 12:00:00,1053.9,871.2469843322531,41.85,32.22300140161511
2025-03-27 13:00:00,976.03,780.2782710478506,42.24,31.93413661823528
2025-03-27 14:00:00,800.55,563.9986987790974,42.21,31.00860248961576
2025-03-27 15:00:00,568.67,331.507149514817,41.71,35.78966267195754
2025-03-27 16:00:00,327.83,124.57567607566315,40.64,43.04001448858731
2025-03-27 17:00:00,95.3,-29.83643340131438,37.9,46.5294826320557
2025-03-27 18:00:00,0.0,-142.93249322869772,33.67,62.417091213735844
2025-03-27 19:00:00,0.0,-38.0824980894869,32.44,72.91458687048333
2025-03-27 20:00:00,0.0,41.86893744206392,31.49,76.52718894006479
2025-03-27 21:00:00,0.0,9.963515565216213,30.55,79.28152618832081
2025-03-27 22:00:00,0.0,-12.125873231826574,29.59,64.08671557187174
2025-03-27 23:00:00,0.0,-23.006878621798435,28.62,49.760735883353405
2025-03-28 00:00:00,0.0,-22.01159307708673,27.67,19.81458658088225
2025-03-28 01:00:00,0.0,-9.299069380703544,26.76,19.947873288924228
2025-03-28 02:00:00,0.0,14.015569240717255,25.83,20.889166915514622
2025-03-28 03:00:00,0.0,46.37736064182131,24.96,21.20044552345205
2025-03-28 04:00:00,0.0,85.5007927329776,24.17,24.15919326843772
2025-03-28 05:00:00,0.0,128.71184432125386,23.51,28.911291129780736
2025-03-28 06:00:00,46.83,182.9287925099931,24.59,36.596587557606064
2025-03-28 07:00:00,240.02,333.0412133866949,27.92,42.81760771691307
2025-03-28 08:00:00,483.9,652.1119183937905,32.89,45.14788855476835
2025-03-28 09:00:00,719.88,846.5465276403143,38.02,44.35732106221803
2025-03-28 10:00:00,899.4,944.703808476002,40.2,37.05895886179874
2025-03-28 11:00:00,1009.38,941.8719224929548,41.5,34.77964740959811
2025-03-28 12:00:00,1033.65,884.6725279839299,42.26,31.108093532639344
2025-03-28 13:00:00,947.75,756.4243323716241,42.53,29.460210726433594
2025-03-28 14:00:00,753.38,545.3137260250888,42.38,28.68758072738856
2025-03-28 15:00:00,529.0,292.66777023328234,41.77,34.208681766544736
2025-03-28 16:00:00,295.48,122.54813371949236,40.62,44.21969709593898
2025-03-28 17:00:00,91.7,-30.14851406783696,37.43,49.772750800660546
2025-03-28 18:00:00,0.0,-108.71405183256044,33.15,61.366422165468606
2025-03-28 19:00:00,0.0,-35.25349157977659,31.61,75.7446098025238
2025-03-28 20:00:00,0.0,39.72801181278505,30.44,82.45377725839845
2025-03-28 21:00:00,0.0,7.679861560652071,29.43,77.14367673516757
2025-03-28 22:00:00,0.0,-14.368747700594923,28.49,63.384660039680575
2025-03-28 23:00:00,0.0,-25.10702471528153,27.59,48.50957600504458
2025-03-29 00:00:00,0.0,-23.98940056318247,26.7,19.622393309399296
2025-03-29 01:00:00,0.0,-11.174928027309804,25.84,20.33328468948731
2025-03-29 02:00:00,0.0,12.343608273089956,25.01,20.420534485257075
2025-03-29 03:00:00,0.0,44.84812804947926,24.21,21.621730417647754
2025-03-29 04:00:00,0.0,83.84922153324817,23.36,23.874667969669208
2025-03-29 05:00:00,0.0,126.75442660305605,22.55,29.796644931872933
2025-03-29 06:00:00,48.9,181.54028442858305,23.59,37.081062254298224
2025-03-29 07:00:00,254.0,334.6649432188209,27.12,45.75684095720606
2025-03-29 08:00:00,489.92,664.3852775635925,32.2,49.24945472343325
2025-03-29 09:00:00,715.03,835.0148058220062,37.44,43.629072777542184
2025-03-29 10:00:00,894.35,926.3325891275164,39.81,34.989417196531804
2025-03-29 11:00:00,1007.03,939.2928113530776,41.31,37.85053274084356
2025-03-29 12:00:00,1049.03,884.2742602131271,42.22,31.380073160277636
2025-03-29 13:00:00,998.4,777.9559849369331,42.6,27.899946444508473
2025-03-29 14:00:00,823.75,594.1276499747752,42.49,30.01459960528075
2025-03-29 15:00:00,594.53,327.74922783938985,41.92,35.98885447333754
2025-03-29 16:00:00,334.83,126.87461380488747,40.8,43.31940743680474
2025-03-29 17:00:00,96.03,-53.85359378983159,37.76,48.445610741951036
2025-03-29 18:00:00,0.0,-149.47679950373214,34.24,69.54984449554574
2025-03-29 19:00:00,0.0,-39.42751399007099,32.23,76.66862026816784
2025-03-29 20:00:00,0.0,39.768791348580834,30.46,81.98865345645632
2025-03-29 21:00:00,0.0,7.08855829161314,29.14,79.65754347330872
2025-03-29 22:00:00,0.0,-15.143558880714906,28.11,67.52651141877504
2025-03-29 23:00:00,0.0,-26.044954038584663,27.13,52.42956645150295
2025-03-30 00:00:00,0.0,-25.00888895807718,26.2,20.54674282674137
2025-03-30 01:00:00,0.0,-12.153636886408734,25.36,20.171321067036736
2025-03-30 02:00:00,0.0,11.58918686086787,24.64,20.599766047256747
2025-03-30 03:00:00,0.0,44.48111222731716,24.03,21.056011692493975
2025-03-30 04:00:00,0.0,84.11428851592079,23.49,23.825316943007525
2025-03-30 05:00:00,0.0,127.63118662266548,22.98,29.17611903109469
2025-03-30 06:00:00,55.85,183.0669514620456,24.18,37.2147371876329
2025-03-30 07:00:00,285.48,348.1390539129759,27.59,45.740547642327755
2025-03-30 08:00:00,546.97,703.346049745953,32.18,48.794921525002046
2025-03-30 09:00:00,775.88,880.084481688959,37.72,44.76744523851375
2025-03-30 10:00:00,944.53,944.9251573384474,40.1,36.098214972116914
2025-03-30 11:00:00,1036.6,937.5945482439836,41.56,36.24887800856802
2025-03-30 12:00:00,1052.57,868.0551279792704,42.44,31.114125795069587
2025-03-30 13:00:00,973.05,754.427544037665,42.81,29.583240577847743
2025-03-30 14:00:00,792.17,563.394384399507,42.68,32.70173284866943
2025-03-30 15:00:00,560.38,323.2629694430533,42.1,34.62164819810927
2025-03-30 16:00:00,309.5,122.25864918153074,40.96,44.239388700361346
2025-03-30 17:00:00,87.93,-47.81229243830421,37.82,50.77853147089661
2025-03-30 18:00:00,0.0,-130.62066292537617,33.79,66.94103076100956
2025-03-30 19:00:00,0.0,-28.969003437720545,32.37,84.70718338991487
2025-03-30 20:00:00,0.0,41.298023940922896,31.21,83.04734090177634
2025-03-30 21:00:00,0.0,9.229483920892022,30.19,79.92517498257892
2025-03-30 22:00:00,0.0,-12.737566268763402,29.29,65.14520644645744
2025-03-30 23:00:00,0.0,-23.475843283450004,28.39,51.1155326109449
2025-03-31 00:00:00,0.0,-22.398998667146728,27.48,20.149360346237994
2025-03-31 01:00:00,0.0,-9.50296705968249,26.66,20.56096415879507
2025-03-31 02:00:00,0.0,14.280636223389893,25.96,20.496051266052042
2025-03-31 03:00:00,0.0,47.27451042932865,25.4,22.02262384262013
2025-03-31 04:00:00,0.0,87.03002532531966,24.92,23.712836945062147
2025-03-31 05:00:00,0.0,130.7100415752475,24.49,28.792492063373626
2025-03-31 06:00:00,48.62,187.31408604468947,25.73,39.97561960378363
2025-03-31 07:00:00,231.77,347.7186315189049,30.24,45.23319373832015
2025-03-31 08:00:00,445.42,647.0633399994828,34.9,46.959627130936376
2025-03-31 09:00:00,657.72,808.7101987855739,38.99,43.776962207840846
2025-03-31 10:00:00,842.5,906.2184529064036,40.85,35.94998511953113
